"","mixture_collection","indiv","repunit","collection","PofZ","log_likelihood","z_score","n_non_miss_loci","n_miss_loci","missing_loci"
"70","krista","gtseq3_T-19-EX-RE0068","aleutianus","aleutianus","1","-39.6748519542481","0.718768000358737","70","20","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2062.1 = 51, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_879.1 = 86, tag_id_942.1 = 88, tag_id_987.1 = 90)"
"71","krista","gtseq3_T-19-EX-RE0070","melanostictus","melanostictus","1","-58.2924120973655","0.868629678832638","65","25","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_143.1 = 16, tag_id_1441.1 = 17, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1804.1 = 34, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_1966.2 = 44, tag_id_2017.1 = 50, tag_id_2062.1 = 51, tag_id_2203.1 = 59, tag_id_250.1 = 69, tag_id_402.1 = 74, tag_id_55.1 = 77, 
tag_id_879.1 = 86, tag_id_942.1 = 88, tag_id_987.1 = 90)"
"72","krista","gtseq3_T-19-EX-RE0071","aleutianus","aleutianus","1","-52.6495215131143","-1.27831333854621","66","24","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2062.1 = 51, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_265.1 = 72, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_879.1 = 86, tag_id_913.1 = 87, 
tag_id_942.1 = 88, tag_id_987.1 = 90)"
"73","krista","gtseq3_T-19-EX-RE0072","melanostictus","melanostictus","0.982926663818119","-117.743058272816","-3.8751646473897","74","16","c(Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2062.1 = 51, tag_id_55.1 = 77, tag_id_879.1 = 86, tag_id_913.1 = 87, tag_id_942.1 = 88, tag_id_987.1 = 90)"
"74","krista","gtseq3_T-19-EX-RE0073","aleutianus","aleutianus","1","-35.7470738644609","0.525859154746297","60","30","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1558.1 = 21, tag_id_1613.1 = 25, tag_id_162.1 = 26, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1804.1 = 34, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1889.1 = 40, tag_id_1950.1 = 42, tag_id_2062.1 = 51, tag_id_2499.1 = 68, tag_id_265.1 = 72, tag_id_402.1 = 74, tag_id_55.1 = 77, 
tag_id_788.1 = 81, tag_id_843.1 = 82, tag_id_874.1 = 84, tag_id_879.1 = 86, tag_id_913.1 = 87, tag_id_942.1 = 88, tag_id_981.1 = 89, tag_id_987.1 = 90)"
"75","krista","gtseq3_T-19-EX-RE0074","melanostictus","melanostictus","1","-73.6812925957075","0.617987626526265","72","18","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, tag_id_143.1 = 16, tag_id_1441.1 = 17, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1804.1 = 34, tag_id_1810.1 = 36, tag_id_1950.1 = 42, tag_id_1961.1 = 43, tag_id_1966.2 = 44, tag_id_2062.1 = 51, tag_id_55.1 = 77, tag_id_879.1 = 86, tag_id_942.1 = 88, tag_id_987.1 = 90)"
"76","krista","gtseq3_T-19-EX-RE0075","aleutianus","aleutianus","1","-39.9859503458308","1.41739812563033","75","15","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1272.1 = 13, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2301.1 = 65, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_987.1 = 90)"
"77","krista","gtseq3_T-19-ST-DE-M1012","diaconus","diaconus","1","-32.4458754567327","0.489879426075437","76","14","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, tag_id_1558.1 = 21, tag_id_1613.1 = 25, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1889.1 = 40, tag_id_1915.1 = 41, tag_id_2178.1 = 56, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_2635.1 = 71)"
"78","krista","gtseq3_T-19-ST-DE-M1013","diaconus","diaconus","1","-35.8231516172172","-0.390070839264102","71","19","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1558.1 = 21, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1889.1 = 40, tag_id_1915.1 = 41, tag_id_2062.1 = 51, tag_id_2178.1 = 56, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_2635.1 = 71, tag_id_770.1 = 80, tag_id_879.1 = 86, tag_id_987.1 = 90)"
"79","krista","gtseq3_T-19-ST-DE-M1014","diaconus","diaconus","0.999999999999997","-26.3264146914878","0.757867134559581","63","27","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_143.1 = 16, tag_id_1558.1 = 21, tag_id_1613.1 = 25, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1880.1 = 39, tag_id_1915.1 = 41, tag_id_2008.1 = 48, tag_id_2062.1 = 51, tag_id_2178.1 = 56, tag_id_2203.1 = 59, tag_id_2214.1 = 61, tag_id_2301.1 = 65, tag_id_2499.1 = 68, 
tag_id_2635.1 = 71, tag_id_770.1 = 80, tag_id_879.1 = 86, tag_id_981.1 = 89, tag_id_987.1 = 90)"
"80","krista","gtseq3_T-19-ST-DE-M1016","diaconus","diaconus","0.99999999999896","-33.213288127304","0.491478717234257","75","15","c(Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1558.1 = 21, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1915.1 = 41, tag_id_2178.1 = 56, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_2635.1 = 71, tag_id_770.1 = 80, tag_id_879.1 = 86)"
"81","krista","gtseq3_T-19-ST-DE-M1017","diaconus","diaconus","1","-29.3835591154851","0.0715407317065172","62","28","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_C08_Sat_EW987116_consensus.1 = 4, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_143.1 = 16, tag_id_1449.1 = 18, tag_id_1558.1 = 21, tag_id_1613.1 = 25, tag_id_1652.1 = 27, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1880.1 = 39, tag_id_1889.1 = 40, tag_id_1915.1 = 41, tag_id_2062.1 = 51, tag_id_2178.1 = 56, tag_id_2203.1 = 59, 
tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_2635.1 = 71, tag_id_770.1 = 80, tag_id_879.1 = 86, tag_id_981.1 = 89, tag_id_987.1 = 90)"
"82","krista","gtseq3_T-19-ST-DE-M1018","diaconus","diaconus","1","-32.9579692044946","0.454999944263403","76","14","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, tag_id_1558.1 = 21, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1889.1 = 40, tag_id_2178.1 = 56, tag_id_2258.1 = 64, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_2635.1 = 71, tag_id_770.1 = 80, tag_id_987.1 = 90)"
"83","krista","gtseq3_T-19-ST-DE-M1019","diaconus","diaconus","0.999999985355421","-28.568692211856","-0.106006472219049","67","23","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1558.1 = 21, tag_id_1613.1 = 25, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1889.1 = 40, tag_id_1915.1 = 41, tag_id_1982.1 = 45, tag_id_2062.1 = 51, tag_id_2178.1 = 56, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_2635.1 = 71, tag_id_770.1 = 80, tag_id_879.1 = 86, 
tag_id_987.1 = 90)"
"84","krista","gtseq3_T-19-ST-DE-M1020","diaconus","diaconus","0.999999999999936","-16.6294641716678","1.6117744741374","65","25","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1558.1 = 21, tag_id_1613.1 = 25, tag_id_1652.1 = 27, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1889.1 = 40, tag_id_1915.1 = 41, tag_id_1982.1 = 45, tag_id_2017.1 = 50, tag_id_2062.1 = 51, tag_id_2178.1 = 56, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_2635.1 = 71, 
tag_id_55.1 = 77, tag_id_879.1 = 86, tag_id_987.1 = 90)"
"85","krista","gtseq3_T-19-ST-DE-M1021","diaconus","diaconus","1","-38.4010096770405","-0.887945548366979","67","23","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1558.1 = 21, tag_id_1613.1 = 25, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1889.1 = 40, tag_id_1915.1 = 41, tag_id_2008.1 = 48, tag_id_2062.1 = 51, tag_id_2178.1 = 56, tag_id_2203.1 = 59, tag_id_2258.1 = 64, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_2635.1 = 71, tag_id_879.1 = 86, tag_id_981.1 = 89, 
tag_id_987.1 = 90)"
"86","krista","gtseq3_T-19-ST-DE-M1023","diaconus","diaconus","1","-23.8890911049721","0.591090685463671","59","31","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_C08_Sat_EW987116_consensus.1 = 4, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_143.1 = 16, tag_id_1441.1 = 17, tag_id_1449.1 = 18, tag_id_1558.1 = 21, tag_id_1613.1 = 25, tag_id_1652.1 = 27, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1836.1 = 37, tag_id_1850.1 = 38, tag_id_1880.1 = 39, tag_id_1889.1 = 40, tag_id_1915.1 = 41, tag_id_2017.1 = 50, tag_id_2062.1 = 51, 
tag_id_2178.1 = 56, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_2607.1 = 70, tag_id_2635.1 = 71, tag_id_770.1 = 80, tag_id_879.1 = 86, tag_id_981.1 = 89, tag_id_987.1 = 90)"
"87","krista","gtseq3_T-19-ST-RE0003","aleutianus","aleutianus","1","-41.4163320646853","0.0347913024444263","65","25","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1613.1 = 25, tag_id_1652.1 = 27, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1889.1 = 40, tag_id_1950.1 = 42, tag_id_2017.1 = 50, tag_id_2062.1 = 51, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_402.1 = 74, tag_id_55.1 = 77, 
tag_id_874.1 = 84, tag_id_879.1 = 86, tag_id_987.1 = 90)"
"88","krista","gtseq3_T-19-ST-RE0004","aleutianus","aleutianus","1","-61.3336415699926","-0.209597275865745","78","12","c(Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1272.1 = 13, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_1810.1 = 36, tag_id_1950.1 = 42, tag_id_2499.1 = 68, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_874.1 = 84)"
"89","krista","gtseq3_T-19-ST-RE0005","aleutianus","aleutianus","1","-65.4289252405418","-1.39212225189717","75","15","c(Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2062.1 = 51, tag_id_2301.1 = 65, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_874.1 = 84)"
"90","krista","gtseq3_T-19-ST-RE0006","aleutianus","aleutianus","1","-68.9854698908101","-1.10052095240453","80","10","c(Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_1810.1 = 36, tag_id_1950.1 = 42, tag_id_2301.1 = 65, tag_id_402.1 = 74, tag_id_987.1 = 90)"
"91","krista","gtseq3_T-19-ST-RE0007","aleutianus","aleutianus","1","-39.9642108983707","0.271272533109105","65","25","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1558.1 = 21, tag_id_1652.1 = 27, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2017.1 = 50, tag_id_2062.1 = 51, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_874.1 = 84, tag_id_879.1 = 86, 
tag_id_942.1 = 88, tag_id_981.1 = 89, tag_id_987.1 = 90)"
"92","krista","gtseq3_T-19-ST-RE0008","aleutianus","aleutianus","1","-66.6690907171866","-0.868162672766472","80","10","c(Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2301.1 = 65, tag_id_402.1 = 74)"
"93","krista","gtseq3_T-19-ST-RE0009","aleutianus","aleutianus","1","-48.4904979980405","0.392162160972507","76","14","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2062.1 = 51, tag_id_2499.1 = 68, tag_id_402.1 = 74, tag_id_987.1 = 90)"
"94","krista","gtseq3_T-19-ST-RE0010","aleutianus","aleutianus","1","-72.2494910698744","-2.10260559352975","77","13","c(Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2301.1 = 65, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_874.1 = 84, tag_id_987.1 = 90)"
"95","krista","gtseq3_T-19-ST-RE0011","aleutianus","aleutianus","1","-61.2228404346715","-0.00162624329973331","79","11","c(Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1272.1 = 13, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2301.1 = 65, tag_id_55.1 = 77)"
"96","krista","gtseq3_T-19-ST-RE0012","aleutianus","aleutianus","1","-64.4915119491989","-1.31148298254759","74","16","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2301.1 = 65, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_879.1 = 86, tag_id_987.1 = 90)"
"97","krista","gtseq3_T-19-ST-RE0013","aleutianus","aleutianus","1","-50.5077335308395","-0.0270336830295744","72","18","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2062.1 = 51, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_879.1 = 86, tag_id_942.1 = 88, tag_id_987.1 = 90)"
"98","krista","gtseq3_T-19-ST-RE0015","aleutianus","aleutianus","1","-47.7450234236131","0.193990914966413","72","18","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2062.1 = 51, tag_id_2301.1 = 65, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_879.1 = 86, tag_id_942.1 = 88, tag_id_987.1 = 90)"
"99","krista","gtseq3_T-19-ST-RE0016","aleutianus","aleutianus","1","-37.8254057340088","0.429200768820916","64","26","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_C08_Sat_EW987116_consensus.1 = 4, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1751.1 = 31, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2017.1 = 50, tag_id_2062.1 = 51, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_402.1 = 74, tag_id_55.1 = 77, 
tag_id_874.1 = 84, tag_id_879.1 = 86, tag_id_942.1 = 88, tag_id_981.1 = 89, tag_id_987.1 = 90)"
"100","krista","gtseq3_T-19-ST-RE0017","aleutianus","aleutianus","1","-38.2441132316906","1.22758967849016","74","16","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2301.1 = 65, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_987.1 = 90)"
"101","krista","gtseq3_T-19-ST-RE0022","aleutianus","aleutianus","1","-46.3914820935297","-0.0145266161304415","65","25","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1184.1 = 11, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1558.1 = 21, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_179.1 = 33, tag_id_1810.1 = 36, tag_id_1950.1 = 42, tag_id_2017.1 = 50, tag_id_2062.1 = 51, tag_id_2203.1 = 59, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_402.1 = 74, tag_id_55.1 = 77, tag_id_875.1 = 85, tag_id_879.1 = 86, tag_id_913.1 = 87, 
tag_id_942.1 = 88, tag_id_981.1 = 89, tag_id_987.1 = 90)"
"102","krista","gtseq3_T-19-ST-RE0024","aleutianus","aleutianus","1","-57.1237736109045","-0.428653842133401","75","15","c(Plate_1_A11_Sat_GE820299_consensus.1 = 2, Plate_2_G06_Sat_EW987118_consensus.1 = 5, Plate_4_E10_Sat_EW976030_consensus.1 = 7, tag_id_1449.1 = 18, tag_id_1471.1 = 19, tag_id_1652.1 = 27, tag_id_1762.1 = 32, tag_id_1810.1 = 36, tag_id_1850.1 = 38, tag_id_1950.1 = 42, tag_id_2017.1 = 50, tag_id_2301.1 = 65, tag_id_2499.1 = 68, tag_id_402.1 = 74, tag_id_55.1 = 77)"
